PIN:MEMLATENCIES 1.0. 0x0
#
# DCACHE stats
#
#L1 Data Cache:
#Load-Hits:                    309177:   97.3001%:        309177:   97.3001%
#Load-Misses:                    8579:    2.6999%:          8579:    2.6999%
#Load-Accesses:                317756:  100.0000%:        317756:  100.0000%
#
#Store-Hits:                   133685:   98.3781%:        133685:   98.3781%
#Store-Misses:                   2204:    1.6219%:          2204:    1.6219%
#Store-Accesses:               135889:  100.0000%:        135889:  100.0000%
#
#Total-Hits:                   442862:   97.6230%:        442862:   97.6230%
#Total-Misses:                  10783:    2.3770%:         10783:    2.3770%
#Total-Accesses:               453645:  100.0000%:        453645:  100.0000%

#Load-SttRam:                  203589:   64.0709%
#Store-Sttram:                  40196:   29.5800%
#Load-Sram:                    114167:   35.9291%
#Store-Sram:                    95693:   70.4200%


#Stack-Swap:                    14329:   85.7870%:         14329:   85.7870%
#Heap-Swap:                         0:    0.0000%:             0:    0.0000%
#Global-Swap:                    2374:   14.2130%:          2374:   14.2130%
#Total-Swap:                    16703:  100.0000%:         16703:  100.0000%

#Stack-Migration:               14711:   80.7542%:         14711:   80.7542%
#Heap-Migration:                    0:    0.0000%:             0:    0.0000%
#Global-Migration:               3506:   19.2458%:          3506:   19.2458%
#Total-Migrate:                 18217:  100.0000%:         18217:  100.0000%

#Stack-WriteBack:                 351:   14.4504%:           351:   14.4504%
#Heap-WriteBack:                    0:    0.0000%:             0:    0.0000%
#Global-WriteBack:               2078:   85.5496%:          2078:   85.5496%
#Total-WriteBack:                2429:  100.0000%:          2429:  100.0000%

##############################cache line level statistics############################
Tag-Num:        Tag-Read:       Tag-Write:      Tag-Shift:      Tag-Hit:        Tag-Miss:       
###Stack###
        69217034:               4:               0:               1:               3:               1
        69217035:               6:               0:               2:               4:               2
        69217036:               2:               0:               1:               1:               1
        69221573:               2:               0:               2:               0:               2
        69221574:               4:               0:               2:               2:               2
        69221591:            1014:               0:               2:            1012:               2
        69221592:             794:               0:               1:             793:               1
        69222633:               3:               1:               2:               2:               2
        69222634:               4:               2:               2:               4:               2
        69222635:               4:               3:               3:               6:               1
        69222636:               6:               1:               2:               5:               2
        69222637:               6:               0:               1:               5:               1
        69222638:              14:               0:               2:              12:               2
        69222639:               6:               1:               3:               4:               3
        69222640:             179:               2:               5:             176:               5
        69222641:             168:               1:               4:             165:               4
        69222642:               6:               1:               2:               5:               2
        69222643:               8:               0:               3:               5:               3
        69222644:              17:               2:              10:               9:              10
        69222645:               6:               0:               2:               4:               2
        69222646:               6:               0:               1:               5:               1
        69222647:              19:               1:               4:              16:               4
        69222650:               0:               2:               2:               1:               1
        69222651:               0:               2:               2:               1:               1
        69222652:               1:               3:               2:               3:               1
        69222653:               3:               4:               4:               4:               3
        69222654:               1:               4:               3:               4:               1
        69222655:              20:               3:               5:              20:               3
        69222656:               4:               4:               3:               7:               1
        69222657:               6:               6:               4:              10:               2
        69222658:               6:               5:               5:               8:               3
        69222659:              58:               5:               4:              61:               2
        69222660:               4:               4:               3:               7:               1
        69222661:               4:               4:               3:               7:               1
        69222662:               4:               4:               3:               7:               1
        69222663:               6:               5:               4:               9:               2
        69222664:               4:               4:               3:               7:               1
        69222665:               4:               4:               3:               7:               1
        69222666:              32:               5:               4:              35:               2
        69222667:               4:               4:               3:               7:               1
        69222668:               4:               4:               3:               7:               1
        69222669:               4:               4:               3:               7:               1
        69222670:               6:               5:               4:               9:               2
        69222671:               4:               4:               3:               7:               1
        69222672:               4:               4:               3:               7:               1
        69222673:               4:               4:               3:               7:               1
        69222674:              56:               5:               4:              59:               2
        69222675:               4:               4:               3:               7:               1
        69222676:               4:               4:               3:               7:               1
        69222677:               4:               4:               3:               7:               1
        69222678:               4:               4:               3:               7:               1
        69222679:               4:               4:               3:               7:               1
        69222680:               6:               5:               4:               9:               2
        69222682:               3:               3:               3:               5:               1
        69222683:               2:               2:               1:               3:               1
        69222684:               1:               3:               3:               2:               2
        69222685:               0:               4:               2:               3:               1
        69222686:               4:               7:               4:               9:               2
        69222687:               0:               4:               2:               3:               1
        69222688:               0:               4:               2:               3:               1
        69222689:               0:               4:               2:               3:               1
        69222690:               0:               4:               2:               3:               1
        69222691:               0:               4:               2:               3:               1
        69222692:               0:               4:               2:               3:               1
        69222693:               0:               4:               2:               3:               1
        69222694:               0:               4:               2:               3:               1
        69222695:               0:               4:               2:               3:               1
        69222696:               0:               4:               2:               3:               1
        69222697:               0:               4:               2:               3:               1
        69222698:               0:               4:               2:               3:               1
        69222699:               0:               4:               2:               3:               1
        69222700:               0:               4:               2:               3:               1
        69222701:               0:               4:               2:               3:               1
        69222702:               0:               4:               2:               3:               1
        69222703:               0:               4:               2:               3:               1
        69222704:               0:               4:               2:               3:               1
        69222705:               0:               4:               2:               3:               1
        69222706:               0:               4:               2:               3:               1
        69222707:               0:               4:               2:               3:               1
        69222708:               0:               4:               2:               3:               1
        69222709:               0:               4:               2:               3:               1
        69222710:               0:               4:               2:               3:               1
        69222711:               0:               4:               2:               3:               1
        69222712:               0:               4:               2:               3:               1
        69222713:               0:               4:               2:               3:               1
        69222714:               0:               4:               2:               3:               1
        69222715:               0:               4:               2:               3:               1
        69222716:               0:               4:               2:               3:               1
        69222717:               0:               4:               2:               3:               1
        69222718:               0:               4:               2:               3:               1
        69222719:               0:               4:               2:               3:               1
        69222720:               0:               4:               2:               3:               1
        69222721:               0:               4:               2:               3:               1
        69222722:               0:               4:               2:               3:               1
        69222723:               0:               4:               2:               3:               1
        69222724:               0:               4:               2:               3:               1
        69222725:               0:               4:               2:               3:               1
        69222726:               0:               4:               2:               3:               1
        69222727:               0:               4:               2:               3:               1
        69222728:               0:               4:               2:               3:               1
        69222729:               0:               4:               2:               3:               1
        69222730:               0:               4:               2:               3:               1
        69222731:               0:               4:               2:               3:               1
        69222732:               0:               4:               2:               3:               1
        69222733:               0:               4:               2:               3:               1
        69222734:               0:               4:               2:               3:               1
        69222735:               0:               4:               2:               3:               1
        69222736:               0:               4:               2:               3:               1
        69222737:               0:               4:               2:               3:               1
        69222738:               0:               4:               2:               3:               1
        69222739:               0:               4:               2:               3:               1
        69222740:               0:               4:               2:               3:               1
        69222741:               0:               4:               2:               3:               1
        69222742:               0:               4:               2:               3:               1
        69222743:               0:               4:               2:               3:               1
        69222744:               0:               4:               2:               3:               1
        69222745:               0:               4:               2:               3:               1
        69222746:               0:               4:               2:               3:               1
        69222747:               0:               4:               2:               3:               1
        69222748:               0:               4:               2:               3:               1
        69222749:               0:               4:               2:               3:               1
        69222750:               0:               4:               2:               3:               1
        69222751:               0:               4:               2:               3:               1
        69222752:               0:               4:               2:               3:               1
        69222753:               0:               4:               2:               3:               1
        69222754:               0:               4:               2:               3:               1
        69222755:               0:               4:               2:               3:               1
        69222756:               0:               4:               2:               3:               1
        69222757:               0:               4:               2:               3:               1
        69222758:               0:               4:               2:               3:               1
        69222759:               0:               4:               2:               3:               1
        69222760:               0:               4:               2:               3:               1
        69222761:               0:               4:               2:               3:               1
        69222762:               0:               4:               2:               3:               1
        69222763:               0:               4:               2:               3:               1
        69222764:               0:               4:               2:               3:               1
        69222765:               0:               4:               2:               3:               1
        69222766:               0:               4:               2:               3:               1
        69222767:               0:               4:               2:               3:               1
        69222768:               0:               4:               2:               3:               1
        69222769:               0:               4:               2:               3:               1
        69222770:               0:               4:               2:               3:               1
        69222771:               0:               4:               2:               3:               1
        69222772:               0:               4:               2:               3:               1
        69222773:               0:               4:               2:               3:               1
        69222774:               0:               4:               2:               3:               1
        69222775:               0:               4:               2:               3:               1
        69222776:               0:               4:               2:               3:               1
        69222777:               0:               4:               2:               3:               1
        69222778:               0:               4:               2:               3:               1
        69222779:               0:               4:               2:               3:               1
        69222780:               0:               4:               2:               3:               1
        69222781:               0:               4:               2:               3:               1
        69222782:               0:               4:               2:               3:               1
        69222783:               0:               4:               2:               3:               1
        69222784:               0:               4:               2:               3:               1
        69222785:               0:               4:               2:               3:               1
        69222786:               0:               4:               2:               3:               1
        69222787:               0:               4:               2:               3:               1
        69222788:               0:               4:               2:               3:               1
        69222789:               0:               4:               2:               3:               1
        69222790:               0:               4:               2:               3:               1
        69222791:               0:               4:               2:               3:               1
        69222792:               0:               4:               2:               3:               1
        69222793:               0:               4:               2:               3:               1
        69222794:               0:               4:               2:               3:               1
        69222795:               0:               4:               2:               3:               1
        69222796:               0:               4:               2:               3:               1
        69222797:               0:               4:               2:               3:               1
        69222798:               0:               4:               2:               3:               1
        69222799:               0:               4:               2:               3:               1
        69222800:               0:               4:               2:               3:               1
        69222801:               0:               4:               2:               3:               1
        69222802:               0:               4:               2:               3:               1
        69222803:               0:               4:               2:               3:               1
        69222804:               0:               4:               2:               3:               1
        69222805:               0:               4:               2:               3:               1
        69222806:               0:               4:               2:               3:               1
        69222807:               0:               4:               2:               3:               1
        69222808:               0:               4:               2:               3:               1
        69222809:               0:               4:               2:               3:               1
        69222810:               0:               4:               2:               3:               1
        69222811:               0:               4:               2:               3:               1
        69222812:               0:               4:               2:               3:               1
        69222813:               0:               4:               2:               3:               1
        69222814:               0:               4:               2:               3:               1
        69222815:               0:               4:               2:               3:               1
        69222816:               0:               4:               2:               3:               1
        69222817:               0:               4:               2:               3:               1
        69222818:               0:               4:               2:               3:               1
        69222819:               0:               4:               2:               3:               1
        69222820:               0:               4:               2:               3:               1
        69222821:               0:               4:               2:               3:               1
        69222822:               0:               4:               2:               3:               1
        69222823:               0:               4:               2:               3:               1
        69222824:               0:               4:               2:               3:               1
        69222825:               0:               4:               2:               3:               1
        69222826:               3:               6:               6:               5:               4
        69222827:               0:               4:               2:               3:               1
        69222828:               0:               4:               2:               3:               1
        69222829:               0:               4:               2:               3:               1
        69222830:               1:               5:               3:               4:               2
        69222831:               0:               4:               2:               3:               1
        69222832:               4:               8:               4:              10:               2
        69222833:               4:               8:               4:              10:               2
        69222834:               4:               8:               4:              10:               2
        69222835:               4:               8:               4:              10:               2
        69222836:               4:               8:               4:              10:               2
        69222837:               4:               8:               4:              10:               2
        69222838:               1:               5:               3:               4:               2
        69222839:               0:               2:               2:               1:               1
        69225216:             128:               5:               6:             128:               5
        69225217:             229:               4:               6:             228:               5
        69225218:               4:               3:               4:               5:               2
        69225219:             308:               3:               5:             308:               3
        69225220:               0:               2:               2:               1:               1
        69225221:               9:               3:               5:               9:               3
        69225222:               6:               3:               4:               7:               2
        69225223:               8:               2:               5:               7:               3
        69225224:               3:               0:               3:               0:               3
        69225225:               2:               0:               1:               1:               1
        69225226:               1:               2:               3:               2:               1
        69225227:               5:               3:               3:               7:               1
        69225228:               2:               0:               1:               1:               1
        69225230:               6:               1:               5:               4:               3
        69225236:               2:               1:               3:               2:               1
        69225237:               7:               6:               6:              12:               1
        69225238:               0:               2:               2:               1:               1
        69225239:             300:               4:               5:             301:               3
        69225240:             295:               4:               5:             296:               3
        69225241:             178:              10:               9:             185:               3
        69225242:               1:               3:               2:               3:               1
        69225243:               8:               3:               6:               9:               2
        69225244:               3:               2:               4:               2:               3
        69225245:               0:               3:               2:               2:               1
        69225246:               4:               2:               2:               5:               1
        69225247:               9:               2:               4:               9:               2
        69225248:               2:               1:               3:               1:               2
        69225249:              26:               3:               3:              28:               1
        69225250:               1:               9:               3:               8:               2
        69225251:               2:               0:               2:               0:               2
        69225252:               3:               2:               3:               3:               2
        69225253:              72:               3:               6:              71:               4
        69225254:             350:               3:               6:             349:               4
        69225255:              19:               5:               2:              23:               1
        69225256:              10:               4:               2:              13:               1
        69225257:              35:               4:               4:              37:               2
        69225258:               8:               4:               3:              11:               1
        69225259:            2543:               5:               5:            2545:               3
        69225260:             209:               4:               6:             209:               4
        69225261:               4:               3:               2:               6:               1
        69225262:             342:               3:               5:             341:               4
        69225263:               1:               2:               3:               1:               2
        69225264:               3:               2:               4:               2:               3
        69225265:               6:               3:               3:               8:               1
        69225266:              10:               2:               7:               7:               5
        69225267:               3:               1:               4:               1:               3
        69225268:               3:               2:               4:               3:               2
        69225269:               1:               2:               3:               2:               1
        69225270:              38:               3:               4:              39:               2
        69225271:               2:               0:               1:               1:               1
        69225273:               8:               1:               8:               3:               6
        69225279:               3:               1:               4:               2:               2
        69225280:               8:               6:               6:              13:               1
        69225281:               0:               2:               2:               1:               1
        69225282:             653:               4:               6:             653:               4
        69225283:            1556:               4:               5:            1557:               3
        69225284:             294:              10:               8:             300:               4
        69225285:             124:               3:               7:             122:               5
        69225286:              83:               3:               7:              83:               3
        69225287:               5:               2:               6:               3:               4
        69225288:               0:               3:               2:               2:               1
        69225289:               2:               2:               3:               3:               1
        69225290:             135:               2:               6:             133:               4
        69225291:               2:               2:               5:               2:               2
        69225292:              90:              77:               9:             166:               1
        69225293:              17:             233:               8:             248:               2
        69225294:              10:               4:               4:              12:               2
        69225295:              19:               4:               2:              22:               1
        69225296:              21:               3:               4:              22:               2
        69225297:             113:               3:               4:             114:               2
        69225298:              18:               4:               3:              21:               1
        69225299:               6:               5:               3:              10:               1
        69225300:              27:               4:               7:              29:               2
        69225301:               8:               4:               2:              11:               1
        69225302:              45:               5:               5:              47:               3
        69225303:              40:               5:               5:              42:               3
        69225304:              22:               4:               4:              24:               2
        69225305:              35:               4:               5:              36:               3
        69225306:              32:               1:               5:              30:               3
        69225307:               3:               4:               4:               4:               3
        69225308:               4:               2:               3:               5:               1
        69225309:               5:               3:               3:               7:               1
        69225310:               7:               2:               4:               6:               3
        69225311:               3:               1:               4:               1:               3
        69225312:               1:               0:               1:               0:               1
        69225313:               4:               4:               3:               7:               1
        69225314:               4:               1:               3:               3:               2
        69225316:               6:               1:               4:               4:               3
        69225323:               6:               5:               5:              10:               1
        69225324:               3:               3:               3:               5:               1
        69225325:              19:               3:               4:              20:               2
        69225326:              97:               4:               4:              99:               2
        69225327:              41:              12:               8:              51:               2
        69225328:               0:               1:               2:               0:               1
        69225329:               0:               4:               2:               3:               1
        69225330:              19:               1:               4:              17:               3
        69225331:               3:               3:               3:               4:               2
        69225332:               0:               4:               2:               3:               1
        69225333:              14:               1:               2:              13:               2
        69225334:               1:               1:               2:               1:               1
        69225335:              17:               1:               3:              16:               2
        69225336:              11:              33:               3:              43:               1
        69225337:               3:              11:               4:              12:               2
        69225339:               3:               4:               3:               6:               1
        69225340:              22:               2:               2:              23:               1
        69225341:              31:               5:               3:              34:               2
        69225342:               0:               4:               2:               3:               1
        69225343:              12:               6:               2:              17:               1
        69225344:               8:               4:               3:              10:               2
        69225345:               1:               4:               3:               3:               2
        69225346:               8:               3:               3:               9:               2
        69225347:               7:               4:               3:               9:               2
        69225348:              12:               3:               4:              13:               2
        69225349:               5:               3:               3:               6:               2
        69225350:              29:               4:               3:              31:               2
        69225351:              20:               3:               3:              21:               2
        69225352:              15:               4:               3:              17:               2
        69225353:               8:               3:               4:               8:               3
        69225354:              32:               9:               6:              39:               2
        69225355:             326:               4:               5:             326:               4
        69225356:             473:               4:               4:             474:               3
        69225357:              30:               1:               4:              28:               3
        69225359:              84:               2:               4:              83:               3
        69225360:              86:               4:               4:              87:               3
        69225361:               4:               4:               3:               6:               2
        69225362:               7:               4:               3:               9:               2
        69225363:               9:               4:               3:              11:               2
        69225364:               0:               4:               2:               3:               1
        69225365:              10:               4:               3:              12:               2
        69225366:              13:               4:               4:              14:               3
        69225367:               0:               4:               2:               3:               1
        69225368:               0:               4:               2:               3:               1
        69225369:               0:               2:               2:               1:               1
        69225371:               0:               2:               2:               1:               1
        69225372:               3:               1:               3:               2:               2
        69225373:               4:               0:               1:               3:               1
        69225374:              18:               2:               6:              15:               5
        69225375:              16:               4:               5:              16:               4
        69225376:              10:               4:               4:              11:               3
        69225377:              13:               4:               4:              14:               3
        69225378:               6:               4:               4:               7:               3
        69225379:               8:               4:               4:               9:               3
        69225380:               0:               4:               2:               3:               1
        69225381:               0:               4:               2:               3:               1
        69225382:               0:               4:               2:               3:               1
        69225383:               0:               4:               2:               3:               1
        69225384:               0:               4:               2:               3:               1
        69225385:               0:               4:               2:               3:               1
        69225386:               0:               4:               2:               3:               1
        69225387:               6:               4:               4:               7:               3
        69225388:              10:               2:               4:               9:               3
        69225389:               3:               0:               1:               2:               1
        69225390:               0:               2:               2:               1:               1
        69225391:               0:               3:               2:               2:               1
        69225392:               0:               3:               2:               2:               1
        69225393:               0:               4:               2:               3:               1
        69225394:               0:               4:               2:               3:               1
        69225395:               0:               4:               2:               3:               1
        69225396:               0:               4:               2:               3:               1
        69225397:               0:               4:               2:               3:               1
        69225398:               6:               4:               4:               7:               3
        69225399:              10:               2:               4:               9:               3
        69225401:               0:               2:               2:               1:               1
        69225402:               0:               3:               2:               2:               1
        69225403:               0:               3:               2:               2:               1
        69225404:               0:               3:               2:               2:               1
        69225405:               0:               4:               2:               3:               1
        69225406:               0:               4:               2:               3:               1
        69225407:               0:               4:               2:               3:               1
        69225408:               0:               4:               2:               3:               1
        69225409:               6:               4:               4:               7:               3
        69225410:              10:               2:               4:               9:               3
        69225412:             341:               2:               3:             341:               2
        69225413:             270:               3:               5:             269:               4
        69225414:              44:               3:               3:              45:               2
        69225415:               0:               3:               2:               2:               1
        69225416:              18:               3:               5:              17:               4
        69225417:              35:               3:               4:              35:               3
        69225418:              20:               3:               3:              21:               2
        69225419:               0:               3:               2:               2:               1
        69225420:               0:               3:               2:               2:               1
        69225421:               0:               3:               2:               2:               1
        69225422:               0:               3:               2:               2:               1
        69225423:               0:               3:               2:               2:               1
        69225424:               0:               3:               2:               2:               1
        69225425:               0:               3:               2:               2:               1
        69225426:               0:               3:               2:               2:               1
        69225427:               0:               3:               2:               2:               1
        69225428:               0:               3:               2:               2:               1
        69225429:               0:               3:               2:               2:               1
        69225430:               0:               3:               2:               2:               1
        69225431:               0:               3:               2:               2:               1
        69225432:               0:               3:               2:               2:               1
        69225433:               0:               3:               2:               2:               1
        69225434:               0:               3:               2:               2:               1
        69225435:               0:               3:               2:               2:               1
        69225436:               0:               3:               2:               2:               1
        69225437:               3:               3:               2:               5:               1
        69225438:               6:               4:               2:               9:               1
        69225439:              12:               4:               2:              15:               1
        69225440:              30:               2:               4:              30:               2
        69225442:               0:               2:               2:               1:               1
        69225443:               0:               3:               2:               2:               1
        69225444:               0:               3:               2:               2:               1
        69225445:               0:               3:               2:               2:               1
        69225446:               0:               3:               2:               2:               1
        69225447:               0:               3:               2:               2:               1
        69225448:               6:               4:               3:               9:               1
        69225449:               8:               4:               3:              11:               1
        69225450:               6:               4:               3:               9:               1
        69225451:              18:               4:               4:              20:               2
        69225452:               8:               2:               4:               8:               2
        69225454:              23:               2:               2:              24:               1
        69225455:              28:               3:               3:              29:               2
        69225456:               5:               3:               2:               7:               1
        69225457:               6:               3:               2:               8:               1
        69225458:              12:               3:               4:              13:               2
        69225459:               0:               1:               2:               0:               1
        69227586:               1:               0:               1:               0:               1
        69227587:               9:               0:               2:               7:               2
        69227588:              33:               0:               5:              28:               5
        69227589:              43:               0:               3:              40:               3
        69227590:              35:               0:               6:              29:               6
        69227591:              30:               0:               3:              27:               3
        69227592:               1:               0:               1:               0:               1
        69227595:               1:               0:               1:               0:               1
        69227596:               3:               0:               2:               1:               2
        69227597:               1:               0:               1:               0:               1
        69227601:               2:               0:               1:               1:               1
        69227602:               2:               0:               1:               1:               1
        69227606:               1:               0:               1:               0:               1
