PIN:MEMLATENCIES 1.0. 0x0
#
# DCACHE stats
#
#L1 Data Cache:
#Load-Hits:                    308998:   97.2432%:        308998:   97.2432%
#Load-Misses:                    8760:    2.7568%:          8760:    2.7568%
#Load-Accesses:                317758:  100.0000%:        317758:  100.0000%
#
#Store-Hits:                   133765:   98.4370%:        133765:   98.4370%
#Store-Misses:                   2124:    1.5630%:          2124:    1.5630%
#Store-Accesses:               135889:  100.0000%:        135889:  100.0000%
#
#Total-Hits:                   442763:   97.6008%:        442763:   97.6008%
#Total-Misses:                  10884:    2.3992%:         10884:    2.3992%
#Total-Accesses:               453647:  100.0000%:        453647:  100.0000%

#Load-SttRam:                  203574:   64.0657%
#Store-Sttram:                  39845:   29.3217%
#Load-Sram:                    114184:   35.9343%
#Store-Sram:                    96044:   70.6783%


#Stack-Swap:                    14203:   85.9070%:         14203:   85.9070%
#Heap-Swap:                         0:    0.0000%:             0:    0.0000%
#Global-Swap:                    2330:   14.0930%:          2330:   14.0930%
#Total-Swap:                    16533:  100.0000%:         16533:  100.0000%

#Stack-Migration:               14532:   80.4384%:         14532:   80.4384%
#Heap-Migration:                    0:    0.0000%:             0:    0.0000%
#Global-Migration:               3534:   19.5616%:          3534:   19.5616%
#Total-Migrate:                 18066:  100.0000%:         18066:  100.0000%

#Stack-WriteBack:                 289:   12.3346%:           289:   12.3346%
#Heap-WriteBack:                    0:    0.0000%:             0:    0.0000%
#Global-WriteBack:               2054:   87.6654%:          2054:   87.6654%
#Total-WriteBack:                2343:  100.0000%:          2343:  100.0000%

##############################cache line level statistics############################
Tag-Num:        Tag-Read:       Tag-Write:      Tag-Shift:      Tag-Hit:        Tag-Miss:       
###Stack###
        69247901:               4:               0:               1:               3:               1
        69247902:               4:               0:               1:               3:               1
        69247903:               4:               0:               1:               3:               1
        69247904:               4:               0:               1:               3:               1
        69247905:               4:               0:               1:               3:               1
        69247906:               4:               0:               1:               3:               1
        69247907:               4:               0:               1:               3:               1
        69247908:               4:               0:               1:               3:               1
        69247909:               7:               0:               1:               6:               1
        69247910:               4:               0:               1:               3:               1
        69247911:               4:               0:               1:               3:               1
        69247912:               4:               0:               1:               3:               1
        69247913:               4:               0:               1:               3:               1
        69247914:               5:               0:               2:               3:               2
        69247915:               5:               0:               2:               3:               2
        69247916:               4:               0:               1:               3:               1
        69247917:               4:               0:               1:               3:               1
        69247918:               4:               0:               1:               3:               1
        69247919:               4:               0:               1:               3:               1
        69247920:               4:               0:               1:               3:               1
        69247921:               4:               0:               1:               3:               1
        69247922:               4:               0:               1:               3:               1
        69247923:               4:               0:               1:               3:               1
        69247924:               4:               0:               1:               3:               1
        69247925:               4:               0:               1:               3:               1
        69247926:               4:               0:               1:               3:               1
        69247927:               4:               0:               1:               3:               1
        69247928:               7:               0:               2:               5:               2
        69247929:               4:               0:               1:               3:               1
        69247930:               4:               0:               1:               3:               1
        69247931:               4:               0:               1:               3:               1
        69247932:               4:               0:               1:               3:               1
        69247933:               4:               0:               1:               3:               1
        69247934:               4:               0:               1:               3:               1
        69247935:               4:               0:               1:               3:               1
        69247936:               5:               0:               2:               3:               2
        69247937:               4:               0:               1:               3:               1
        69247938:               4:               0:               1:               3:               1
        69247939:               4:               0:               1:               3:               1
        69247940:               4:               0:               1:               3:               1
        69247941:               4:               0:               1:               3:               1
        69247942:               4:               0:               1:               3:               1
        69247943:               4:               0:               1:               3:               1
        69247944:               4:               0:               1:               3:               1
        69247945:               6:               0:               2:               4:               2
        69247946:               5:               0:               2:               3:               2
        69247947:               7:               0:               3:               4:               3
        69247948:               5:               0:               2:               3:               2
        69247949:               5:               0:               2:               3:               2
        69247950:               4:               0:               1:               3:               1
        69247951:               6:               0:               2:               4:               2
        69247952:               4:               0:               1:               3:               1
        69247953:               5:               0:               2:               3:               2
        69247954:               4:               0:               1:               3:               1
        69247955:               4:               0:               1:               3:               1
        69247956:               4:               0:               1:               3:               1
        69247957:               4:               0:               1:               3:               1
        69247958:               4:               0:               1:               3:               1
        69247959:               4:               0:               1:               3:               1
        69247960:               4:               0:               1:               3:               1
        69247961:               4:               0:               1:               3:               1
        69247962:               4:               0:               1:               3:               1
        69247963:               4:               0:               1:               3:               1
        69247964:               4:               0:               1:               3:               1
        69247965:               6:               0:               2:               4:               2
        69247966:               4:               0:               1:               3:               1
        69247967:               5:               0:               2:               3:               2
        69247968:               4:               0:               1:               3:               1
        69247969:               5:               0:               2:               3:               2
        69247970:               4:               0:               1:               3:               1
        69247971:               5:               0:               2:               3:               2
        69247972:               4:               0:               1:               3:               1
        69247973:               4:               0:               1:               3:               1
        69247974:               4:               0:               1:               3:               1
        69247975:               6:               0:               2:               4:               2
        69247976:               4:               0:               1:               3:               1
        69247977:               4:               0:               1:               3:               1
        69247978:               4:               0:               1:               3:               1
        69247979:               4:               0:               1:               3:               1
        69247980:               4:               0:               1:               3:               1
        69247981:               4:               0:               1:               3:               1
        69247982:               4:               0:               1:               3:               1
        69247983:               4:               0:               1:               3:               1
        69247984:               4:               0:               1:               3:               1
        69247985:               4:               0:               1:               3:               1
        69247986:               5:               0:               2:               3:               2
        69247987:               5:               0:               2:               3:               2
        69247988:               4:               0:               1:               3:               1
        69247989:               4:               0:               1:               3:               1
        69247990:               4:               0:               1:               3:               1
        69247991:               4:               0:               1:               3:               1
        69247992:               4:               0:               1:               3:               1
        69247993:               4:               0:               1:               3:               1
        69247994:               4:               0:               1:               3:               1
        69247995:               4:               0:               1:               3:               1
        69247996:               4:               0:               1:               3:               1
        69247997:               6:               0:               2:               4:               2
        69247998:               5:               0:               2:               3:               2
        69247999:               4:               0:               1:               3:               1
        69248000:               4:               0:               1:               3:               1
        69248001:               4:               0:               1:               3:               1
        69248002:               4:               0:               1:               3:               1
        69248003:               4:               0:               1:               3:               1
        69248004:               4:               0:               1:               3:               1
        69248005:               4:               0:               1:               3:               1
        69248006:               4:               0:               1:               3:               1
        69248007:               4:               0:               1:               3:               1
        69248008:               4:               0:               1:               3:               1
        69248009:               4:               0:               1:               3:               1
        69248010:               4:               0:               1:               3:               1
        69248011:               4:               0:               1:               3:               1
        69248012:               4:               0:               1:               3:               1
        69248013:               4:               0:               1:               3:               1
        69248014:               4:               0:               1:               3:               1
        69248015:               4:               0:               1:               3:               1
        69248016:               4:               0:               1:               3:               1
        69248017:               4:               0:               1:               3:               1
        69248018:               4:               0:               1:               3:               1
        69248019:               4:               0:               1:               3:               1
        69248020:               4:               0:               1:               3:               1
        69248021:               6:               0:               2:               4:               2
        69248022:               6:               0:               3:               3:               3
        69248023:               5:               0:               2:               3:               2
        69248024:               4:               0:               1:               3:               1
        69248025:               4:               0:               1:               3:               1
        69248026:               4:               0:               1:               3:               1
        69248027:               4:               0:               1:               3:               1
        69248028:               4:               0:               1:               3:               1
        69248029:               6:               0:               1:               5:               1
        69248030:               4:               0:               1:               3:               1
        69248031:               4:               0:               1:               3:               1
        69248032:               4:               0:               1:               3:               1
        69248033:               4:               0:               1:               3:               1
        69248034:               4:               0:               1:               3:               1
        69248035:               4:               0:               1:               3:               1
        69248036:               4:               0:               1:               3:               1
        69248037:               4:               0:               1:               3:               1
        69248038:               4:               0:               1:               3:               1
        69248039:               4:               0:               1:               3:               1
        69248040:               5:               0:               2:               3:               2
        69248041:               4:               0:               1:               3:               1
        69248042:               4:               0:               1:               3:               1
        69248043:               4:               0:               1:               3:               1
        69248044:               4:               0:               1:               3:               1
        69248045:               4:               0:               1:               3:               1
        69248046:               4:               0:               1:               3:               1
        69248047:               4:               0:               1:               3:               1
        69248048:               4:               0:               1:               3:               1
        69248049:               4:               0:               1:               3:               1
        69248050:               4:               0:               1:               3:               1
        69248051:               4:               0:               1:               3:               1
        69248052:               4:               0:               1:               3:               1
        69248053:               4:               0:               1:               3:               1
        69248054:               4:               0:               1:               3:               1
        69248055:               4:               0:               1:               3:               1
        69248056:               4:               0:               1:               3:               1
        69248057:               4:               0:               1:               3:               1
        69248058:               4:               0:               1:               3:               1
        69248059:               4:               0:               1:               3:               1
        69248060:               4:               0:               1:               3:               1
        69248061:               4:               0:               1:               3:               1
        69248062:               4:               0:               1:               3:               1
        69248063:               4:               0:               1:               3:               1
        69248064:               4:               0:               1:               3:               1
        69248065:               4:               0:               1:               3:               1
        69248066:               4:               0:               1:               3:               1
        69248067:               4:               0:               1:               3:               1
        69248068:               4:               0:               1:               3:               1
        69248069:               4:               0:               1:               3:               1
        69248070:               4:               0:               1:               3:               1
        69248071:               4:               0:               1:               3:               1
        69248072:               6:               0:               2:               4:               2
        69248073:               5:               0:               2:               3:               2
        69248074:               4:               0:               1:               3:               1
        69248075:               4:               0:               1:               3:               1
        69248076:               6:               0:               2:               4:               2
        69248077:               4:               0:               1:               3:               1
        69248078:               4:               0:               1:               3:               1
        69248079:               4:               0:               1:               3:               1
        69248080:               4:               0:               1:               3:               1
        69248081:               4:               0:               1:               3:               1
        69248082:               4:               0:               1:               3:               1
        69248083:               4:               0:               1:               3:               1
        69248084:               5:               0:               2:               3:               2
        69248085:               5:               0:               2:               3:               2
        69248086:               5:               0:               2:               3:               2
        69248087:               4:               0:               1:               3:               1
        69248088:               4:               0:               1:               3:               1
        69248089:               4:               0:               1:               3:               1
        69248090:               4:               0:               1:               3:               1
        69248091:               4:               0:               1:               3:               1
        69248092:               6:               0:               3:               3:               3
        69248093:               4:               0:               1:               3:               1
        69248094:               4:               0:               1:               3:               1
        69248095:               4:               0:               1:               3:               1
        69248096:               4:               0:               1:               3:               1
        69248097:               5:               0:               2:               3:               2
        69248098:               8:               0:               2:               6:               2
        69248099:               4:               0:               1:               3:               1
        69248100:               4:               0:               1:               3:               1
        69248101:               4:               0:               1:               3:               1
        69248102:               6:               0:               1:               5:               1
        69248103:               5:               0:               2:               3:               2
        69248104:               4:               0:               1:               3:               1
        69248105:               5:               0:               2:               3:               2
        69248106:               5:               0:               2:               3:               2
        69248107:               5:               0:               2:               3:               2
        69248108:               7:               0:               2:               5:               2
        69248109:               4:               0:               1:               3:               1
        69248110:               4:               0:               1:               3:               1
        69248111:               4:               0:               1:               3:               1
        69248112:               4:               0:               1:               3:               1
        69248113:               4:               0:               1:               3:               1
        69248114:               4:               0:               1:               3:               1
        69248115:               4:               0:               1:               3:               1
        69248116:               4:               0:               1:               3:               1
        69248117:               4:               0:               1:               3:               1
        69248118:               4:               0:               1:               3:               1
        69248119:               5:               0:               2:               3:               2
        69248120:               5:               0:               2:               3:               2
        69248121:               4:               0:               1:               3:               1
        69248122:               4:               0:               1:               3:               1
        69248123:               5:               0:               2:               3:               2
        69248124:               4:               0:               1:               3:               1
        69248125:               8:               0:               2:               6:               2
        69248126:               6:               0:               2:               4:               2
        69248127:               6:               0:               2:               4:               2
        69248128:               4:               0:               1:               3:               1
        69248129:               4:               0:               1:               3:               1
        69248130:               4:               0:               1:               3:               1
        69248131:               4:               0:               1:               3:               1
        69248132:               4:               0:               1:               3:               1
        69248133:               4:               0:               1:               3:               1
        69248134:               4:               0:               1:               3:               1
        69248135:               4:               0:               1:               3:               1
        69248136:               4:               0:               1:               3:               1
        69248137:               4:               0:               1:               3:               1
        69248138:               4:               0:               1:               3:               1
        69248139:               4:               0:               1:               3:               1
        69248140:               4:               0:               1:               3:               1
        69248141:               4:               0:               1:               3:               1
        69248142:               4:               0:               1:               3:               1
        69248143:               4:               0:               1:               3:               1
        69248144:               4:               0:               1:               3:               1
        69248145:               4:               0:               1:               3:               1
        69248146:               4:               0:               1:               3:               1
        69248147:               4:               0:               1:               3:               1
        69248148:               4:               0:               1:               3:               1
        69248149:               6:               0:               2:               4:               2
        69248150:               7:               0:               2:               5:               2
        69248151:               4:               0:               1:               3:               1
        69248152:               4:               0:               1:               3:               1
        69248153:               4:               0:               1:               3:               1
        69248154:               4:               0:               1:               3:               1
        69248155:               4:               0:               1:               3:               1
        69248156:               4:               0:               1:               3:               1
        69248157:               4:               0:               1:               3:               1
        69248158:               4:               0:               1:               3:               1
        69248159:               4:               0:               1:               3:               1
        69248160:               4:               0:               1:               3:               1
        69248161:               4:               0:               1:               3:               1
        69248162:               4:               0:               1:               3:               1
        69248163:               4:               0:               1:               3:               1
        69248164:               4:               0:               1:               3:               1
        69248165:               4:               0:               1:               3:               1
        69248166:               8:               0:               2:               6:               2
        69248167:               4:               0:               1:               3:               1
        69248168:               5:               0:               2:               3:               2
        69248169:               4:               0:               1:               3:               1
        69248170:               7:               0:               2:               5:               2
        69248171:               4:               0:               1:               3:               1
        69248172:               4:               0:               1:               3:               1
        69248173:               4:               0:               1:               3:               1
        69248174:               4:               0:               1:               3:               1
        69248175:               4:               0:               1:               3:               1
        69248176:               4:               0:               1:               3:               1
        69248177:               4:               0:               1:               3:               1
        69248178:               5:               0:               2:               3:               2
        69248179:               4:               0:               1:               3:               1
        69248180:               4:               0:               1:               3:               1
        69248181:               4:               0:               1:               3:               1
        69248182:               4:               0:               1:               3:               1
        69248183:               4:               0:               1:               3:               1
        69248184:               4:               0:               1:               3:               1
        69248185:               4:               0:               1:               3:               1
        69248186:               5:               0:               2:               3:               2
        69248187:               4:               0:               1:               3:               1
        69248188:               4:               0:               1:               3:               1
        69248189:              10:               0:               3:               7:               3
        69248190:               6:               0:               3:               3:               3
        69248191:               4:               0:               1:               3:               1
        69248192:               4:               0:               1:               3:               1
        69248193:               4:               0:               1:               3:               1
        69248194:               4:               0:               1:               3:               1
        69248195:               4:               0:               1:               3:               1
        69248196:               4:               0:               1:               3:               1
        69248197:               4:               0:               1:               3:               1
        69248198:               4:               0:               1:               3:               1
        69248199:               4:               0:               1:               3:               1
        69248200:               8:               0:               4:               4:               4
        69248201:               8:               0:               2:               6:               2
        69248202:               5:               0:               2:               3:               2
        69248203:               4:               0:               1:               3:               1
        69248204:               4:               0:               1:               3:               1
        69248205:               4:               0:               1:               3:               1
        69248206:               4:               0:               1:               3:               1
        69248207:               4:               0:               1:               3:               1
        69248208:               4:               0:               1:               3:               1
        69248209:               4:               0:               1:               3:               1
        69248210:               4:               0:               1:               3:               1
        69248211:               4:               0:               1:               3:               1
        69248212:               4:               0:               1:               3:               1
        69248213:               4:               0:               1:               3:               1
        69248214:               4:               0:               1:               3:               1
        69248215:               5:               0:               2:               3:               2
        69248216:               4:               0:               1:               3:               1
        69248217:               5:               0:               2:               3:               2
        69248218:               6:               0:               2:               4:               2
        69248219:               4:               0:               1:               3:               1
        69248220:               4:               0:               1:               3:               1
        69248221:               4:               0:               1:               3:               1
        69248222:               4:               0:               1:               3:               1
        69248223:               5:               0:               2:               3:               2
        69248224:               4:               0:               1:               3:               1
        69248225:               4:               0:               1:               3:               1
        69248226:               4:               0:               1:               3:               1
        69248227:               4:               0:               1:               3:               1
        69248228:               7:               0:               3:               4:               3
        69248229:               9:               0:               3:               6:               3
        69248230:              10:               0:               3:               7:               3
        69248231:               5:               0:               2:               3:               2
        69248232:               6:               0:               2:               4:               2
        69248233:               4:               0:               1:               3:               1
        69248234:               4:               0:               1:               3:               1
        69248235:               4:               0:               1:               3:               1
        69248236:               6:               0:               2:               4:               2
        69248237:               5:               0:               2:               3:               2
        69248238:               4:               0:               1:               3:               1
        69248239:               5:               0:               2:               3:               2
        69248240:               5:               0:               2:               3:               2
        69248241:               6:               0:               2:               4:               2
        69248242:               4:               0:               1:               3:               1
        69248243:               5:               0:               2:               3:               2
        69248244:               4:               0:               1:               3:               1
        69248245:               4:               0:               1:               3:               1
        69248246:               4:               0:               1:               3:               1
        69248247:               4:               0:               1:               3:               1
        69248248:               4:               0:               1:               3:               1
        69248249:               4:               0:               1:               3:               1
        69248250:               4:               0:               1:               3:               1
        69248251:               4:               0:               1:               3:               1
        69248252:               5:               0:               2:               3:               2
        69248253:               7:               0:               3:               4:               3
        69248254:               6:               0:               2:               4:               2
        69248255:               4:               0:               1:               3:               1
        69248256:               6:               0:               2:               4:               2
        69248257:               5:               0:               2:               3:               2
        69248258:               4:               0:               1:               3:               1
        69248259:               4:               0:               1:               3:               1
        69248260:               4:               0:               1:               3:               1
        69248261:               4:               0:               1:               3:               1
        69248262:               4:               0:               1:               3:               1
        69248263:               4:               0:               1:               3:               1
        69248264:               4:               0:               1:               3:               1
        69248265:               4:               0:               1:               3:               1
        69248266:               4:               0:               1:               3:               1
        69248267:               4:               0:               1:               3:               1
        69248268:               5:               0:               2:               3:               2
        69248269:               4:               0:               1:               3:               1
        69248270:               4:               0:               1:               3:               1
        69248271:               4:               0:               1:               3:               1
        69248272:               4:               0:               1:               3:               1
        69248273:               4:               0:               1:               3:               1
        69248274:               4:               0:               1:               3:               1
        69248275:               4:               0:               1:               3:               1
        69248276:               4:               0:               1:               3:               1
        69248277:               4:               0:               1:               3:               1
        69248278:               5:               0:               2:               3:               2
        69248279:               4:               0:               1:               3:               1
        69248280:               4:               0:               1:               3:               1
        69248281:               4:               0:               1:               3:               1
        69248282:               4:               0:               1:               3:               1
        69248283:               6:               0:               2:               4:               2
        69248284:               4:               0:               1:               3:               1
        69248285:               6:               0:               2:               4:               2
        69248286:               5:               0:               2:               3:               2
        69248287:               4:               0:               1:               3:               1
        69248288:               4:               0:               1:               3:               1
        69248289:               4:               0:               1:               3:               1
        69248290:               4:               0:               1:               3:               1
        69248291:               4:               0:               1:               3:               1
        69248292:               4:               0:               1:               3:               1
        69248293:               4:               0:               1:               3:               1
        69248294:               4:               0:               1:               3:               1
        69248295:               4:               0:               1:               3:               1
        69248296:               5:               0:               2:               3:               2
        69248297:               4:               0:               1:               3:               1
        69248298:               4:               0:               1:               3:               1
        69248299:               4:               0:               1:               3:               1
        69248300:               7:               0:               1:               6:               1
        69248301:               7:               0:               2:               5:               2
        69248302:               7:               0:               2:               5:               2
        69248303:               4:               0:               1:               3:               1
        69248304:               4:               0:               1:               3:               1
        69248305:               4:               0:               1:               3:               1
        69248306:               4:               0:               1:               3:               1
        69248307:               4:               0:               1:               3:               1
        69248308:               4:               0:               1:               3:               1
        69248309:               4:               0:               1:               3:               1
        69248310:               4:               0:               1:               3:               1
        69248311:               4:               0:               1:               3:               1
        69248312:               4:               0:               1:               3:               1
        69248313:               4:               0:               1:               3:               1
        69248314:               4:               0:               1:               3:               1
        69248315:               4:               0:               1:               3:               1
        69248316:               7:               0:               2:               5:               2
        69248317:               5:               0:               2:               3:               2
        69248318:               4:               0:               1:               3:               1
        69248319:               4:               0:               1:               3:               1
        69248320:               4:               0:               1:               3:               1
        69248321:               4:               0:               1:               3:               1
        69248322:               4:               0:               1:               3:               1
        69248323:               4:               0:               1:               3:               1
        69248324:               5:               0:               2:               3:               2
        69248325:               4:               0:               1:               3:               1
        69248326:               4:               0:               1:               3:               1
        69248327:               4:               0:               1:               3:               1
        69248328:               8:               0:               2:               6:               2
        69248329:               5:               0:               2:               3:               2
        69248330:               4:               0:               1:               3:               1
        69248331:               4:               0:               1:               3:               1
        69248332:               4:               0:               1:               3:               1
        69248333:               4:               0:               1:               3:               1
        69248334:               4:               0:               1:               3:               1
        69248335:               4:               0:               1:               3:               1
        69248336:               4:               0:               1:               3:               1
        69248337:               4:               0:               1:               3:               1
        69248338:               4:               0:               1:               3:               1
        69248339:               4:               0:               1:               3:               1
        69248340:               4:               0:               1:               3:               1
        69248341:               4:               0:               1:               3:               1
        69248342:               4:               0:               1:               3:               1
