PIN:MEMLATENCIES 1.0. 0x0
#
# DCACHE stats
#
#L1 Data Cache:
#Load-Hits:                    308998:   97.2432%:        308998:   97.2432%
#Load-Misses:                    8760:    2.7568%:          8760:    2.7568%
#Load-Accesses:                317758:  100.0000%:        317758:  100.0000%
#
#Store-Hits:                   133765:   98.4370%:        133765:   98.4370%
#Store-Misses:                   2124:    1.5630%:          2124:    1.5630%
#Store-Accesses:               135889:  100.0000%:        135889:  100.0000%
#
#Total-Hits:                   442763:   97.6008%:        442763:   97.6008%
#Total-Misses:                  10884:    2.3992%:         10884:    2.3992%
#Total-Accesses:               453647:  100.0000%:        453647:  100.0000%

#Load-SttRam:                  203574:   64.0657%
#Store-Sttram:                  39845:   29.3217%
#Load-Sram:                    114184:   35.9343%
#Store-Sram:                    96044:   70.6783%


#Stack-Swap:                    14203:   85.9070%:         14203:   85.9070%
#Heap-Swap:                         0:    0.0000%:             0:    0.0000%
#Global-Swap:                    2330:   14.0930%:          2330:   14.0930%
#Total-Swap:                    16533:  100.0000%:         16533:  100.0000%

#Stack-Migration:               14532:   80.4384%:         14532:   80.4384%
#Heap-Migration:                    0:    0.0000%:             0:    0.0000%
#Global-Migration:               3534:   19.5616%:          3534:   19.5616%
#Total-Migrate:                 18066:  100.0000%:         18066:  100.0000%

#Stack-WriteBack:                 289:   12.3346%:           289:   12.3346%
#Heap-WriteBack:                    0:    0.0000%:             0:    0.0000%
#Global-WriteBack:               2054:   87.6654%:          2054:   87.6654%
#Total-WriteBack:                2343:  100.0000%:          2343:  100.0000%

##############################cache line level statistics############################
Tag-Num:        Tag-Read:       Tag-Write:      Tag-Shift:      Tag-Hit:        Tag-Miss:       
###Stack###
        67116203:              39:               1:               6:              35:               5
        67116204:              26:               3:               4:              26:               3
        67116205:              10:               0:               1:               9:               1
        67116206:              13:               2:               4:              12:               3
        67116207:              14:               1:               7:               9:               6
        67116208:             119:               1:               3:             118:               2
        67116209:               6:              18:               3:              23:               1
        67116210:               3:               6:               4:               6:               3
        67116212:               3:               4:               3:               5:               2
        67116213:               0:               2:               2:               1:               1
        67116214:               0:               2:               2:               1:               1
        67116215:               0:               2:               2:               1:               1
        67116216:               0:               2:               2:               1:               1
        67116217:               0:               2:               2:               1:               1
        67116218:               0:               2:               2:               1:               1
        67116219:               0:               2:               2:               1:               1
        67116220:               0:               2:               2:               1:               1
        67116221:             149:               2:               3:             149:               2
        67116222:             103:               4:               4:             104:               3
        67116223:              46:               7:               7:              50:               3
        67116224:              24:               2:               3:              24:               2
        67116225:              16:               4:               2:              19:               1
        67116226:               3:               2:               2:               4:               1
        67116227:               0:               2:               2:               1:               1
        67116228:              13:               1:               2:              13:               1
        67116229:               1:               0:               1:               0:               1
        67116230:               1:               0:               1:               0:               1
        67116231:               1:               0:               1:               0:               1
        67116232:               1:               0:               1:               0:               1
        67116233:               2:               2:               3:               2:               2
        67116234:               1:               0:               1:               0:               1
        67116236:               2:               2:               2:               3:               1
        67116243:               7:               1:               2:               7:               1
        67116244:               6:               5:               5:              10:               1
        67116245:               1:               3:               4:               2:               2
        67116246:               0:               1:               2:               0:               1
        67116247:              32:               6:               5:              35:               3
        67116248:               0:               1:               2:               0:               1
        67116249:               6:               5:               4:               9:               2
        67116250:               1:               2:               2:               2:               1
        67116251:               3:               3:               3:               4:               2
        67116252:              10:               0:               1:               9:               1
        67116254:               0:               1:               2:               0:               1
        67116255:               1:               1:               2:               1:               1
        67116257:               2:               0:               2:               0:               2
        67116259:               0:               2:               2:               1:               1
        67116260:              45:               3:               3:              46:               2
        67116261:              63:               3:               2:              65:               1
        67116262:               8:              10:               5:              17:               1
        67116263:              11:              10:               5:              20:               1
        67116264:              10:               9:               5:              18:               1
        67116265:               7:               8:               5:              14:               1
        67116266:               5:               8:               5:              12:               1
        67116267:               4:               8:               5:              11:               1
        67116268:               3:               7:               5:               9:               1
        67116269:               2:               6:               5:               7:               1
        67116270:               0:              10:               2:               9:               1
        67116271:               0:              16:               2:              15:               1
        67116272:               0:              16:               2:              15:               1
        67116273:               0:              16:               2:              15:               1
        67116274:               2:               5:               5:               6:               1
        67116275:               0:               1:               2:               0:               1
        67116289:               1:               0:               1:               0:               1
        67116290:               1:               0:               1:               0:               1
        67116291:               6:               0:               1:               5:               1
        67116292:               3:               0:               1:               2:               1
        67116293:               4:               0:               1:               3:               1
        67116294:               1:               0:               1:               0:               1
        67116295:               5:               0:               1:               4:               1
        67116296:               2:               0:               1:               1:               1
        67116297:               2:               0:               1:               1:               1
        67116299:               1:               0:               1:               0:               1
        67116310:              40:               0:               1:              39:               1
        67116311:              12:               0:               1:              11:               1
        67116312:               1:               0:               1:               0:               1
        67116313:               4:               0:               1:               3:               1
        67116314:               3:               0:               1:               2:               1
        67116315:               5:               0:               1:               4:               1
        67116316:              15:               0:               1:              14:               1
        67116317:              10:               0:               1:               9:               1
        67116318:               2:               0:               1:               1:               1
        67116337:              12:               0:               1:              11:               1
        67116338:               6:               0:               1:               5:               1
        67116339:               4:               0:               1:               3:               1
        67116340:               4:               0:               1:               3:               1
        67116341:               4:               0:               1:               3:               1
        67116342:               1:               0:               1:               0:               1
        69175552:               0:               4:               2:               3:               1
        69175553:               0:               4:               2:               3:               1
        69175554:               0:               4:               2:               3:               1
        69175555:               0:               4:               2:               3:               1
        69175556:               0:               4:               2:               3:               1
        69175557:               0:               1:               2:               0:               1
        69175558:               0:               3:               2:               2:               1
        69175559:               0:               4:               2:               3:               1
        69175560:               0:               4:               2:               3:               1
        69175561:               0:               4:               2:               3:               1
        69175562:               0:               4:               2:               3:               1
        69175563:               0:               2:               2:               1:               1
        69175564:               0:               2:               2:               1:               1
        69175565:               0:               4:               2:               3:               1
        69175566:               0:               4:               2:               3:               1
        69175567:               0:               4:               2:               3:               1
        69175568:               0:               4:               2:               3:               1
        69175569:               0:               3:               2:               2:               1
        69175570:               0:               1:               2:               0:               1
        69175571:               0:               4:               2:               3:               1
        69175572:               0:               4:               2:               3:               1
        69175573:               0:               4:               2:               3:               1
        69175574:               0:               4:               2:               3:               1
        69175575:               0:               4:               2:               3:               1
        69175939:              95:               2:               3:              95:               2
        69175940:               8:               4:               2:              11:               1
        69175941:             163:               5:               4:             165:               3
        69175942:             250:               4:               4:             251:               3
        69175943:               4:               5:               3:               7:               2
        69175944:             341:               3:               5:             340:               4
        69175945:               0:               2:               2:               1:               1
        69175946:              13:               3:               4:              13:               3
        69175947:               6:               3:               4:               7:               2
        69175948:              16:               2:               6:              13:               5
        69175949:               3:               0:               3:               0:               3
        69175950:               4:               0:               1:               3:               1
        69175951:               1:               2:               2:               2:               1
        69175952:               3:               1:               3:               2:               2
        69175953:               2:               0:               1:               1:               1
        69175955:              14:               1:               9:               7:               8
        69175961:               2:               1:               2:               2:               1
        69175962:               8:               6:               4:              13:               1
        69175963:               2:               2:               3:               2:               2
        69175964:             336:               4:               5:             337:               3
        69175965:             319:               4:               4:             320:               3
        69175966:             201:              11:              11:             207:               5
        69175967:               6:               3:               6:               5:               4
        69175968:              25:               3:               8:              24:               4
        69175969:              11:               2:               7:               7:               6
        69175970:               0:               3:               4:               2:               1
        69175971:               9:               3:               2:              11:               1
        69175972:               8:               2:               4:               7:               3
        69175973:               3:               1:               4:               1:               3
        69175974:             110:              11:               3:             120:               1
        69175975:               2:              35:               4:              35:               2
        69175976:              10:               4:               5:              10:               4
        69175977:              11:               4:               5:              12:               3
        69175978:              75:               3:               7:              72:               6
        69175979:             356:               3:               4:             356:               3
        69175980:               4:               5:               2:               8:               1
        69175981:              13:               4:               2:              16:               1
        69175982:              91:               4:               5:              91:               4
        69175983:             111:               3:               9:             106:               8
        69175984:             183:               5:               3:             186:               2
        69175985:              87:               4:               4:              88:               3
        69175986:             164:               4:               3:             166:               2
        69175987:             154:               1:               5:             151:               4
        69175988:               3:               4:               4:               4:               3
        69175989:              12:               2:               3:              12:               2
        69175990:               5:               3:               3:               6:               2
        69175991:               7:               1:               4:               5:               3
        69175992:               2:               0:               2:               0:               2
        69175993:               1:               0:               1:               0:               1
        69175994:               3:               4:               2:               6:               1
        69175995:               4:               1:               3:               3:               2
        69175997:               6:               1:               4:               4:               3
        69176004:               6:               5:               5:              10:               1
        69176005:               3:               3:               2:               5:               1
        69176006:              14:               3:               6:              14:               3
        69176007:             591:               4:               5:             591:               4
        69176008:             203:              12:               7:             212:               3
        69176009:               3:               1:               3:               2:               2
        69176010:               2:               4:               3:               4:               2
        69176011:              10:               1:               4:               8:               3
        69176012:               3:               3:               3:               4:               2
        69176013:               6:               4:               2:               9:               1
        69176014:               6:               1:               2:               5:               2
        69176015:               4:               1:               3:               3:               2
        69176016:              42:               1:               3:              41:               2
        69176017:              15:              18:               3:              32:               1
        69176018:               6:               6:               4:               9:               3
        69176020:               3:               4:               3:               5:               2
        69176021:             148:               2:               3:             148:               2
        69176022:             288:               3:               3:             289:               2
        69176023:              12:               5:               2:              16:               1
        69176024:              85:               3:               6:              86:               2
        69176025:               7:               4:               2:              10:               1
        69190400:              12:               0:               1:              11:               1
        69190975:               8:               0:               1:               7:               1
        69190976:              17:               0:               1:              16:               1
        69191125:               1:               0:               1:               0:               1
        69191200:               1:               0:               1:               0:               1
        69191203:               1:               0:               1:               0:               1
        69191205:               4:               0:               1:               3:               1
        69191206:               2:               0:               1:               1:               1
        69191209:               1:               0:               1:               0:               1
        69191218:               1:               0:               1:               0:               1
        69191238:               1:               0:               1:               0:               1
        69191275:               1:               0:               1:               0:               1
        69191574:               5:               0:               2:               3:               2
        69191872:               4:               0:               1:               3:               1
        69191874:               1:               0:               1:               0:               1
        69191875:               2:               0:               1:               1:               1
        69191876:               4:               0:               1:               3:               1
        69191877:               1:               0:               1:               0:               1
        69191881:               1:               0:               1:               0:               1
        69191890:               1:               0:               1:               0:               1
        69191910:               1:               0:               1:               0:               1
        69191947:               3:               0:               1:               2:               1
        69191965:               1:               0:               1:               0:               1
        69191974:               1:               0:               1:               0:               1
        69191976:               1:               0:               1:               0:               1
        69191977:               2:               0:               1:               1:               1
        69191978:               4:               0:               1:               3:               1
        69191979:               1:               0:               1:               0:               1
        69191985:               2:               0:               1:               1:               1
        69192003:               1:               0:               1:               0:               1
        69192012:               1:               0:               1:               0:               1
        69192015:               1:               0:               1:               0:               1
        69192016:               2:               0:               1:               1:               1
        69192017:               4:               0:               1:               3:               1
        69192022:               4:               0:               1:               3:               1
        69192060:               1:               0:               1:               0:               1
        69192069:               1:               0:               1:               0:               1
        69192072:               1:               0:               1:               0:               1
        69192073:               2:               0:               1:               1:               1
        69192074:               4:               0:               1:               3:               1
        69192078:               1:               0:               1:               0:               1
        69192097:               1:               0:               1:               0:               1
        69192452:               4:               0:               1:               3:               1
        69192591:               5:               0:               1:               4:               1
        69192595:               2:               0:               1:               1:               1
        69192596:               4:               0:               1:               3:               1
        69192598:               9:               0:               1:               8:               1
        69192599:              14:               0:               1:              13:               1
        69192600:               6:               0:               1:               5:               1
        69192605:               5:               0:               1:               4:               1
        69192618:               4:               0:               1:               3:               1
        69192651:               4:               0:               1:               3:               1
        69192721:               4:               0:               1:               3:               1
        69193262:              20:               0:               1:              19:               1
        69193817:              12:               0:               1:              11:               1
        69193818:               5:               0:               1:               4:               1
        69193820:               2:               0:               1:               1:               1
        69193821:               3:               0:               1:               2:               1
        69193823:              14:               0:               1:              13:               1
        69193824:               8:               0:               1:               7:               1
        69193825:              13:               0:               1:              12:               1
        69193826:               6:               0:               1:               5:               1
        69193831:               1:               0:               1:               0:               1
        69193832:               4:               0:               1:               3:               1
        69193852:               5:               0:               1:               4:               1
        69193887:               4:               0:               1:               3:               1
        69193957:              13:               0:               1:              12:               1
        69193989:               1:               0:               1:               0:               1
        69193990:               4:               0:               1:               3:               1
        69194008:               5:               0:               1:               4:               1
        69194010:               5:               0:               1:               4:               1
        69194012:               3:               0:               1:               2:               1
        69194013:              14:               0:               1:              13:               1
        69194014:               8:               0:               1:               7:               1
        69194015:              13:               0:               1:              12:               1
        69194023:               8:               0:               1:               7:               1
        69194059:               5:               0:               1:               4:               1
        69194077:               5:               0:               1:               4:               1
        69194083:               5:               0:               1:               4:               1
        69194085:               7:               0:               1:               6:               1
        69194086:              14:               0:               1:              13:               1
        69194087:               5:               0:               1:               4:               1
        69194094:              18:               0:               4:              14:               4
        69194095:               1:               0:               1:               0:               1
        69194200:               5:               0:               1:               4:               1
        69194216:               3:               0:               1:               2:               1
        69194217:               2:               0:               1:               1:               1
        69194220:               5:               0:               1:               4:               1
        69194222:               2:               0:               1:               1:               1
        69194223:              16:               0:               1:              15:               1
        69194224:               6:               0:               1:               5:               1
        69194228:               4:               0:               1:               3:               1
        69194258:               4:               0:               1:               3:               1
        69216420:               4:               0:               1:               3:               1
        69216421:              11:               0:               3:               8:               3
        69216422:              12:               0:               5:               7:               5
        69216423:               8:               0:               1:               7:               1
        69216424:               9:               0:               4:               5:               4
        69216425:               5:               0:               4:               1:               4
        69216426:              13:               0:               5:               8:               5
        69216427:               4:               0:               4:               0:               4
        69216428:               5:               0:               1:               4:               1
        69216429:               7:               0:               4:               3:               4
        69216430:               5:               0:               1:               4:               1
        69216431:              12:               0:               3:               9:               3
        69216432:              20:               0:               5:              15:               5
        69216433:              11:               0:               5:               6:               5
        69216434:              12:               0:               4:               8:               4
        69216435:              12:               0:               5:               7:               5
        69216436:               5:               0:               3:               2:               3
        69216441:               1:               0:               1:               0:               1
        69216442:               1:               0:               1:               0:               1
        69216444:               1:               0:               1:               0:               1
        69216454:               1:               0:               1:               0:               1
        69216456:               1:               0:               1:               0:               1
        69216462:               1:               0:               1:               0:               1
        69216489:               1:               0:               1:               0:               1
        69216492:               2:               0:               1:               1:               1
        69216494:               2:               0:               1:               1:               1
        69216504:               1:               0:               1:               0:               1
        69216505:               1:               0:               1:               0:               1
        69216506:               1:               0:               1:               0:               1
        69216514:               1:               0:               1:               0:               1
        69216538:               4:               0:               1:               3:               1
        69216539:               8:               0:               1:               7:               1
        69216543:               1:               0:               1:               0:               1
        69216544:               2:               0:               1:               1:               1
        69216546:               1:               0:               1:               0:               1
        69216547:               2:               0:               1:               1:               1
        69216550:               1:               0:               1:               0:               1
        69216551:               2:               0:               1:               1:               1
        69216552:               1:               0:               1:               0:               1
        69216553:               3:               0:               1:               2:               1
        69216554:               2:               0:               1:               1:               1
        69216555:               1:               0:               1:               0:               1
        69216556:               2:               0:               2:               0:               2
        69216558:               1:               0:               1:               0:               1
        69216559:               2:               0:               1:               1:               1
        69216571:               1:               0:               1:               0:               1
        69216572:               2:               0:               1:               1:               1
        69216579:               1:               0:               1:               0:               1
        69216580:               2:               0:               1:               1:               1
        69216584:               1:               0:               1:               0:               1
        69216585:               2:               0:               1:               1:               1
        69216599:               1:               0:               1:               0:               1
        69216600:               2:               0:               1:               1:               1
        69216602:               1:               0:               1:               0:               1
        69216603:               2:               0:               1:               1:               1
        69216614:               1:               0:               1:               0:               1
        69216615:               2:               0:               1:               1:               1
        69216622:               1:               0:               1:               0:               1
        69216623:               2:               0:               1:               1:               1
        69216639:               2:               0:               2:               0:               2
        69216640:               4:               0:               2:               2:               2
        69216656:               3:               0:               1:               2:               1
        69216657:               6:               0:               1:               5:               1
        69216668:               3:               0:               1:               2:               1
        69216669:               6:               0:               1:               5:               1
        69216675:               3:               0:               1:               2:               1
        69216676:               4:               0:               1:               3:               1
        69216717:               3:               0:               1:               2:               1
        69216718:               6:               0:               1:               5:               1
        69216722:               3:               0:               1:               2:               1
        69216723:               6:               0:               1:               5:               1
        69216851:               7:               0:               1:               6:               1
        69216852:              40:               0:               2:              38:               2
        69216853:              37:               0:               2:              35:               2
        69216854:              11:               0:               1:              10:               1
        69216897:               3:               0:               1:               2:               1
        69216898:               9:               0:               1:               8:               1
        69216901:              16:               0:               1:              15:               1
        69216902:               8:               0:               1:               7:               1
        69216907:               2:               0:               1:               1:               1
        69216908:              32:               0:               2:              30:               2
        69216909:              32:               0:               1:              31:               1
        69216910:              21:               0:               1:              20:               1
        69216916:               8:               0:               1:               7:               1
        69216917:               6:               0:               1:               5:               1
        69216953:              10:               0:               1:               9:               1
        69216965:               6:               0:               1:               5:               1
        69216966:              13:               0:               1:              12:               1
        69216968:              14:               0:               1:              13:               1
        69216999:              28:               0:               1:              27:               1
        69217000:               6:               0:               1:               5:               1
        69217005:               3:               0:               1:               2:               1
        69217006:              12:               0:               1:              11:               1
        69217014:              10:               0:               1:               9:               1
        69217015:              15:               0:               1:              14:               1
        69217094:              12:               0:               1:              11:               1
        69217138:              10:               0:               1:               9:               1
        69217139:               3:               0:               1:               2:               1
        69217158:             146:               0:               2:             144:               2
        69217159:             303:               0:               5:             298:               5
        69217161:              58:               0:               1:              57:               1
        69217163:              36:               0:               1:              35:               1
        69217164:              20:               0:               1:              19:               1
        69217165:              98:               0:               4:              94:               4
        69217166:              68:               0:               4:              64:               4
        69217167:              16:               0:               1:              15:               1
        69217168:              16:               0:               1:              15:               1
        69217169:              24:               0:               3:              21:               3
        69217170:              28:               0:               3:              25:               3
        69217171:              18:               0:               2:              16:               2
        69217172:               2:               0:               2:               0:               2
        69217173:               3:               0:               2:               1:               2
        69217174:               2:               0:               2:               0:               2
        69217176:               1:               0:               1:               0:               1
        69217177:               2:               0:               2:               0:               2
        69217179:               2:               0:               2:               0:               2
        69217181:               1:               0:               1:               0:               1
        69217182:               1:               0:               1:               0:               1
        69217184:               2:               0:               2:               0:               2
        69217186:               2:               0:               1:               1:               1
        69217188:               2:               0:               1:               1:               1
        69217189:               1:               0:               1:               0:               1
        69217194:               4:               0:               1:               3:               1
        69217211:               7:               0:               4:               3:               4
        69217212:              10:               0:               1:               9:               1
        69217213:               7:               0:               2:               5:               2
        69217214:              10:               0:               2:               8:               2
        69217215:              10:               0:               2:               8:               2
        69217216:              16:               0:               1:              15:               1
        69217217:              10:               0:               1:               9:               1
        69217218:              10:               0:               1:               9:               1
        69217219:              10:               0:               1:               9:               1
        69217220:              10:               0:               1:               9:               1
        69217221:              10:               0:               1:               9:               1
        69217222:              10:               0:               1:               9:               1
        69217223:              10:               0:               1:               9:               1
        69217224:              10:               0:               1:               9:               1
        69217225:              10:               0:               1:               9:               1
        69217226:              10:               0:               1:               9:               1
        69217227:              10:               0:               1:               9:               1
        69217228:               4:               0:               1:               3:               1
        69217229:               4:               0:               1:               3:               1
        69217230:               4:               0:               1:               3:               1
        69217231:               4:               0:               1:               3:               1
        69217232:               4:               0:               1:               3:               1
        69217233:               4:               0:               1:               3:               1
        69217234:               4:               0:               1:               3:               1
        69217235:               4:               0:               1:               3:               1
        69217236:               4:               0:               1:               3:               1
        69217237:               4:               0:               1:               3:               1
        69217238:               4:               0:               1:               3:               1
        69217239:               4:               0:               1:               3:               1
        69217240:               4:               0:               1:               3:               1
        69217241:               4:               0:               1:               3:               1
        69217242:               4:               0:               1:               3:               1
        69217243:               4:               0:               1:               3:               1
        69217244:               4:               0:               1:               3:               1
        69217245:               6:               0:               2:               4:               2
        69217246:               6:               0:               1:               5:               1
        69217247:               4:               0:               1:               3:               1
        69217248:               6:               0:               2:               4:               2
        69217249:               4:               0:               1:               3:               1
        69217250:               6:               0:               2:               4:               2
        69217251:               4:               0:               1:               3:               1
        69217252:               4:               0:               1:               3:               1
